season,game_date,Team,opponent,Result,point_differential,Team_Elo_Rating
2024,2024-09-14,TCU,UCF,L,-1,1626.738204719645
2024,2024-09-14,Temple,Coastal Carolina,L,-8,1039.6773924627403
2024,2024-09-14,Tennessee,Kent State,W,71,1747.9486177905235
2024,2024-09-14,Texas,UTSA,W,49,2050.391115967859
2024,2024-09-14,Texas A&M,Florida,W,13,1620.5523482643348
2024,2024-09-14,Texas Tech,North Texas,W,45,1615.1654129652218
2024,2024-09-14,Toledo,Mississippi State,W,24,1653.9342175817455
2024,2024-09-14,Troy,Iowa,L,-17,1604.300548673073
2024,2024-09-14,Tulane,Oklahoma,L,-15,1597.5936583482426
2024,2024-09-14,Tulsa,Oklahoma State,L,-35,1121.9347298477
2024,2024-09-14,UAB,Arkansas,L,-10,1121.4641717023217
2024,2024-09-14,UCF,TCU,W,1,1533.0183048690587
2024,2024-09-14,UCLA,Indiana,L,-29,1391.1094435324896
2024,2024-09-14,UTEP,Liberty,L,-18,1124.0933177168254
2024,2024-09-14,UTSA,Texas,L,-49,1548.2636231505182
2024,2024-09-14,Uconn,Duke,L,-5,1240.1851768936147
2024,2024-09-14,Utah,Utah State,W,17,1607.906223626515
2024,2024-09-14,Utah State,Utah,L,-17,1314.5017648069331
2024,2024-09-14,Vanderbilt,Georgia State,L,-4,1157.7349723999178
2024,2024-09-14,Virginia,Maryland,L,-14,1223.841149728172
2024,2024-09-14,Virginia Tech,Old Dominion,W,20,1644.0995892376222
2024,2024-09-14,Wake Forest,Ole Miss,L,-34,1316.7427396415058
2024,2024-09-14,Washington,Washington State,L,-5,1922.2910823656964
2024,2024-09-14,Washington State,Washington,W,5,1495.166556852093
2024,2024-09-14,West Virginia,Pittsburgh,L,-4,1627.885613402811
2024,2024-09-14,Western Kentucky,Middle Tennessee,W,28,1521.5881879990905
2024,2024-09-14,Wisconsin,Alabama,L,-32,1563.8034496792914
2024,2024-09-14,Wyoming,BYU,L,-20,1430.829200383358
2024,2024-09-19,App State,South Alabama,L,-34,1422.2410583719557
2024,2024-09-19,South Alabama,App State,W,34,1557.5740163913104
2024,2024-09-20,Illinois,Nebraska,W,7,1528.0212708747708
2024,2024-09-20,Nebraska,Illinois,L,-7,1401.7078532629284
2024,2024-09-20,San Jose State,Washington State,L,-2,1648.195316931544
2024,2024-09-20,Stanford,Syracuse,W,2,1231.995871792827
2024,2024-09-20,Syracuse,Stanford,L,-2,1386.3639641242273
2024,2024-09-21,Akron,South Carolina,L,-43,1014.887359815082
2024,2024-09-21,Arizona State,Texas Tech,L,-8,1441.0263424348254
2024,2024-09-21,Arkansas,Auburn,W,10,1475.3760050730682
2024,2024-09-21,Arkansas State,Iowa State,L,-45,1347.581959215097
2024,2024-09-21,Army,Rice,W,23,1580.1815395688595
2024,2024-09-21,Auburn,Arkansas,L,-10,1372.0484244037264
2024,2024-09-21,BYU,Kansas State,W,29,1700.173342345721
2024,2024-09-21,Ball State,Central Michigan,L,-3,1200.9495992550912
2024,2024-09-21,Baylor,Colorado,L,-7,1416.7113974349254
2024,2024-09-21,Boston College,Michigan State,W,4,1458.6884987779279
2024,2024-09-21,Bowling Green,Texas A&M,L,-6,1447.2592144518542
2024,2024-09-21,Buffalo,Northern Illinois,W,3,1422.7333513379
2024,2024-09-21,California,Florida State,L,-5,1559.606815793121
2024,2024-09-21,Central Michigan,Ball State,W,3,1138.7748410188503
2024,2024-09-21,Charlotte,Indiana,L,-38,1037.8229014275223
2024,2024-09-21,Cincinnati,Houston,W,34,1528.3672033735895
2024,2024-09-21,Clemson,NC State,W,24,1914.2858172879182
2024,2024-09-21,Coastal Carolina,Virginia,L,-19,1396.3949779016623
2024,2024-09-21,Colorado,Baylor,W,7,1308.9490047777285
2024,2024-09-21,Colorado State,UTEP,W,10,1253.2341008926383
2024,2024-09-21,Duke,Middle Tennessee,W,28,1665.09834758809
2024,2024-09-21,East Carolina,Liberty,L,-11,1337.28410812819
2024,2024-09-21,Florida,Mississippi State,W,17,1486.6289557542757
2024,2024-09-21,Florida State,California,W,5,1794.5044959257666
2024,2024-09-21,Fresno State,New Mexico,W,17,1687.733388008482
2024,2024-09-21,Georgia Southern,Ole Miss,L,-39,1352.5557245295477
2024,2024-09-21,Georgia Tech,Louisville,L,-12,1510.3391282940022
2024,2024-09-21,Houston,Cincinnati,L,-34,1406.5406870888048
2024,2024-09-21,Indiana,Charlotte,W,38,1365.9929487467168
2024,2024-09-21,Iowa,Minnesota,W,17,1819.0497547922066
2024,2024-09-21,Iowa State,Arkansas State,W,45,1720.5400278856391
2024,2024-09-21,Jacksonville State,Southern Miss,W,37,1436.6268239254432
2024,2024-09-21,James Madison,North Carolina,W,20,1804.9701258740183
2024,2024-09-21,Kansas,West Virginia,L,-4,1528.2621663383331
2024,2024-09-21,Kansas State,BYU,L,-29,1887.8143916641748
2024,2024-09-21,Kent State,Penn State,L,-56,1047.7723474839402
2024,2024-09-21,Kentucky,Ohio,W,35,1650.0778624637992
2024,2024-09-21,LSU,UCLA,W,17,1901.3001793907101
2024,2024-09-21,Liberty,East Carolina,W,11,1739.5032779722146
2024,2024-09-21,Louisiana,Tulane,L,-8,1461.023364320783
2024,2024-09-21,Louisiana Tech,Tulsa,L,-3,1020.1380781918529
2024,2024-09-21,Louisville,Georgia Tech,W,12,1735.4021849280264
2024,2024-09-21,Marshall,Ohio State,L,-35,1403.377623115798
2024,2024-09-21,Memphis,Navy,L,-12,1705.6990960170358
2024,2024-09-21,Miami,South Florida,W,35,1547.129682908419
2024,2024-09-21,Miami (OH),Notre Dame,L,-25,1625.2045564617817
2024,2024-09-21,Michigan,USC,W,3,2066.153147150487
2024,2024-09-21,Michigan State,Boston College,L,-4,1434.7928817039265
2024,2024-09-21,Middle Tennessee,Duke,L,-28,1252.418449097264
2024,2024-09-21,Minnesota,Iowa,L,-17,1529.9985053753283
2024,2024-09-21,Mississippi State,Florida,L,-17,1305.8640496539883
2024,2024-09-21,Missouri,Vanderbilt,W,3,1949.7490755076492
2024,2024-09-21,Navy,Memphis,W,12,1443.9867180346375
2024,2024-09-21,New Mexico,Fresno State,L,-17,1136.0575973987748
2024,2024-09-21,New Mexico State,Sam Houston,L,-20,1411.0491044497733
2024,2024-09-21,North Carolina,James Madison,L,-20,1558.4307055226031
2024,2024-09-21,North Texas,Wyoming,W,27,1379.5469042301443
2024,2024-09-21,Northern Illinois,Buffalo,L,-3,1403.9169007293956
2024,2024-09-21,Northwestern,Washington,L,-19,1543.934780063555
2024,2024-09-21,Notre Dame,Miami (OH),W,25,1921.8569289322133
2024,2024-09-21,Ohio,Kentucky,L,-35,1596.7405752453535
2024,2024-09-21,Ohio State,Marshall,W,35,2103.4973185753925
2024,2024-09-21,Oklahoma,Tennessee,L,-10,1759.6449860136115
2024,2024-09-21,Oklahoma State,Utah,L,-3,1686.5224111253574
2024,2024-09-21,Ole Miss,Georgia Southern,W,39,1909.2568209802648
2024,2024-09-21,Oregon State,Purdue,W,17,1711.8881511681072
2024,2024-09-21,Penn State,Kent State,W,56,1784.5950129742375
2024,2024-09-21,Purdue,Oregon State,L,-17,1441.1456164961855
2024,2024-09-21,Rice,Army,L,-23,1249.6416206020122
2024,2024-09-21,Rutgers,Virginia Tech,W,3,1474.329320966101
2024,2024-09-21,SMU,TCU,W,24,1695.8833710202753
2024,2024-09-21,Sam Houston,New Mexico State,W,20,1424.0178552155364
2024,2024-09-21,South Carolina,Akron,W,43,1667.4105360981034
2024,2024-09-21,South Florida,Miami,L,-35,1358.7166388564135
2024,2024-09-21,Southern Miss,Jacksonville State,L,-37,1160.2235347226106
2024,2024-09-21,TCU,SMU,L,-24,1550.9363154088799
2024,2024-09-21,Temple,Utah State,W,16,1151.8625350984257
2024,2024-09-21,Tennessee,Oklahoma,W,10,1823.5423578578925
2024,2024-09-21,Texas,UL Monroe,W,48,2051.0726179528383
2024,2024-09-21,Texas A&M,Bowling Green,W,6,1636.8843796356455
2024,2024-09-21,Texas Tech,Arizona State,W,8,1633.9040990725748
2024,2024-09-21,Toledo,Western Kentucky,L,-5,1588.3468611509727
2024,2024-09-21,Tulane,Louisiana,W,8,1620.8951877500365
2024,2024-09-21,Tulsa,Louisiana Tech,W,3,1138.295044128743
2024,2024-09-21,UCLA,LSU,L,-17,1388.0494396147178
2024,2024-09-21,UL Monroe,Texas,L,-48,1148.74496458503
2024,2024-09-21,USC,Michigan,L,-3,1609.5478091985053
2024,2024-09-21,UTEP,Colorado State,L,-10,1097.0248140558233
2024,2024-09-21,Uconn,Florida Atlantic,W,34,1292.3978713488787
2024,2024-09-21,Utah,Oklahoma State,W,3,1668.452792813566
2024,2024-09-21,Utah State,Temple,L,-16,1257.194843203437
2024,2024-09-21,Vanderbilt,Missouri,L,-3,1157.2511123088761
2024,2024-09-21,Virginia,Coastal Carolina,W,19,1284.520219119014
2024,2024-09-21,Virginia Tech,Rutgers,L,-3,1590.1688188257676
2024,2024-09-21,Washington,Northwestern,W,19,1935.9443363621876
2024,2024-09-21,West Virginia,Kansas,W,4,1647.5596099194333
2024,2024-09-21,Western Kentucky,Toledo,W,5,1555.5672335460843
2024,2024-09-21,Wyoming,North Texas,L,-27,1322.2065110029298
2024,2024-09-26,Army,Temple,W,28,1585.856854624597
2024,2024-09-26,Temple,Army,L,-28,1140.8903640930628
2024,2024-09-27,Miami,Virginia Tech,W,4,1599.2218593521818
2024,2024-09-27,Rutgers,Washington,W,3,1528.2759450065457
2024,2024-09-27,Virginia Tech,Miami,L,-4,1562.5927749506955
2024,2024-09-27,Washington,Rutgers,L,-3,1880.6465070217037
2024,2024-09-28,Air Force,Wyoming,L,-12,1377.5126008293414
2024,2024-09-28,Akron,Ohio,L,-20,1012.2195140989887
2024,2024-09-28,Alabama,Georgia,W,7,2122.1169146495786
2024,2024-09-28,Arizona,Utah,W,13,1806.445306630442
2024,2024-09-28,Arkansas,Texas A&M,L,-4,1489.932343845315
2024,2024-09-28,Auburn,Oklahoma,L,-6,1366.9193782867924
2024,2024-09-28,BYU,Baylor,W,6,1707.8782309041374
2024,2024-09-28,Ball State,James Madison,L,-56,1198.6500938840634
2024,2024-09-28,Baylor,BYU,L,-6,1401.9498246754138
2024,2024-09-28,Boise State,Washington State,W,21,1734.944193641658
2024,2024-09-28,Boston College,Western Kentucky,W,1,1471.790028704764
2024,2024-09-28,Bowling Green,Old Dominion,L,-3,1420.5347420146325
2024,2024-09-28,Central Michigan,San Diego State,W,1,1177.2922341045012
2024,2024-09-28,Charlotte,Rice,W,1,1051.5641205750744
2024,2024-09-28,Cincinnati,Texas Tech,L,-3,1503.984867946912
2024,2024-09-28,Clemson,Stanford,W,26,1916.8904507006619
2024,2024-09-28,Colorado,UCF,W,27,1414.7861387070084
2024,2024-09-28,Duke,North Carolina,W,1,1671.5250231619818
2024,2024-09-28,East Carolina,UTSA,W,10,1379.9688921828993
2024,2024-09-28,Eastern Michigan,Kent State,W,19,1374.3317040370027
2024,2024-09-28,Florida International,Louisiana Tech,W,7,1147.6352077732006
2024,2024-09-28,Florida State,SMU,L,-26,1703.2842832831634
2024,2024-09-28,Fresno State,UNLV,L,-45,1578.2642159603586
2024,2024-09-28,Georgia,Alabama,L,-7,1998.3630574143972
2024,2024-09-28,Georgia Southern,Georgia State,W,17,1408.9810976114568
2024,2024-09-28,Georgia State,Georgia Southern,L,-17,1417.8818559346282
2024,2024-09-28,Houston,Iowa State,L,-20,1362.3733023252057
2024,2024-09-28,Illinois,Penn State,L,-14,1515.6187083387467
2024,2024-09-28,Indiana,Maryland,W,14,1482.779647422553
2024,2024-09-28,Iowa State,Houston,W,20,1744.8533835177536
2024,2024-09-28,James Madison,Ball State,W,56,1809.503889254931
2024,2024-09-28,Kansas,TCU,L,-11,1492.0282852365951
2024,2024-09-28,Kansas State,Oklahoma State,W,22,1843.834314069612
2024,2024-09-28,Kent State,Eastern Michigan,L,-19,1037.4040006391024
2024,2024-09-28,Kentucky,Ole Miss,W,3,1678.0676655871168
2024,2024-09-28,LSU,South Alabama,W,32,1913.2430971941883
2024,2024-09-28,Louisiana,Wake Forest,W,3,1496.8947101903034
2024,2024-09-28,Louisiana Tech,Florida International,L,-7,997.193819256107
2024,2024-09-28,Louisville,Notre Dame,L,-7,1736.488568937624
2024,2024-09-28,Marshall,Western Michigan,W,7,1422.4730488748176
2024,2024-09-28,Maryland,Indiana,L,-14,1547.963659618049
2024,2024-09-28,Massachusetts,Miami (OH),L,-3,961.9398547762021
2024,2024-09-28,Memphis,Middle Tennessee,W,17,1709.7206148465473
2024,2024-09-28,Miami (OH),Massachusetts,W,3,1626.2921838495329
2024,2024-09-28,Michigan,Minnesota,W,3,2067.271512745059
2024,2024-09-28,Michigan State,Ohio State,L,-31,1407.8458887854506
2024,2024-09-28,Middle Tennessee,Memphis,L,-17,1238.0806598419979
2024,2024-09-28,Minnesota,Michigan,L,-3,1515.9191991766459
2024,2024-09-28,Mississippi State,Texas,L,-22,1282.7465705600287
2024,2024-09-28,NC State,Louisiana,L,-3,1543.6235032573536
2024,2024-09-28,Navy,UAB,W,23,1503.359375973615
2024,2024-09-28,Nebraska,Purdue,W,18,1431.4843509436055
2024,2024-09-28,New Mexico,New Mexico State,W,10,1181.7242663096047
2024,2024-09-28,New Mexico State,New Mexico,L,-10,1265.8566031221437
2024,2024-09-28,North Carolina,Duke,L,-1,1529.7669726814024
2024,2024-09-28,North Texas,Tulsa,W,32,1440.6812403486683
2024,2024-09-28,Northern Illinois,NC State,L,-7,1365.7328805861825
2024,2024-09-28,Notre Dame,Louisville,W,7,1961.090503039204
2024,2024-09-28,Ohio,Akron,W,20,1554.8447563683349
2024,2024-09-28,Ohio State,Michigan State,W,31,2106.823046837425
2024,2024-09-28,Oklahoma,Auburn,W,6,1735.693813046005
2024,2024-09-28,Oklahoma State,Kansas State,L,-22,1619.1311920802398
2024,2024-09-28,Old Dominion,Bowling Green,W,3,1346.102762226344
2024,2024-09-28,Ole Miss,Kentucky,L,-3,1856.6013675111406
2024,2024-09-28,Oregon,UCLA,W,21,1955.3360982760034
2024,2024-09-28,Penn State,Illinois,W,14,1808.7909511410373
2024,2024-09-28,Purdue,Nebraska,L,-18,1339.6655469566708
2024,2024-09-28,Rice,Charlotte,L,-1,1212.173125966784
2024,2024-09-28,SMU,Florida State,W,26,1785.5680446930078
2024,2024-09-28,Sam Houston,Texas State,W,1,1449.6146004048148
2024,2024-09-28,San Diego State,Central Michigan,L,-1,1291.8227622768907
2024,2024-09-28,South Alabama,LSU,L,-32,1569.6748658063889
2024,2024-09-28,South Florida,Tulane,L,-35,1308.4980982298305
2024,2024-09-28,Stanford,Clemson,L,-26,1252.1738122254208
2024,2024-09-28,TCU,Kansas,W,11,1613.4627939337706
2024,2024-09-28,Texas,Mississippi State,W,22,2052.3429970879974
2024,2024-09-28,Texas A&M,Arkansas,W,4,1675.4831918346858
2024,2024-09-28,Texas State,Sam Houston,L,-1,1528.2326764862696
2024,2024-09-28,Texas Tech,Cincinnati,W,3,1662.3683270910647
2024,2024-09-28,Troy,UL Monroe,L,-4,1540.4192895832848
2024,2024-09-28,Tulane,South Florida,W,35,1651.8401885100395
2024,2024-09-28,Tulsa,North Texas,L,-32,1125.3413814368944
2024,2024-09-28,UAB,Navy,L,-23,1107.281718277844
2024,2024-09-28,UCF,Colorado,L,-27,1423.0388996122158
2024,2024-09-28,UCLA,Oregon,L,-21,1382.8713472773845
2024,2024-09-28,UL Monroe,Troy,W,4,1180.0380820169505
2024,2024-09-28,UNLV,Fresno State,W,45,1637.033658378315
2024,2024-09-28,USC,Wisconsin,W,17,1646.0937853876962
2024,2024-09-28,UTSA,East Carolina,L,-10,1451.39240642894
2024,2024-09-28,Uconn,Buffalo,W,44,1357.604701921384
2024,2024-09-28,Utah,Arizona,L,-13,1622.7348906591333
2024,2024-09-28,Wake Forest,Louisiana,L,-3,1297.4466061353737
2024,2024-09-28,Washington State,Boise State,L,-21,1508.7951893427958
2024,2024-09-28,Western Kentucky,Boston College,L,-1,1561.295166443662
2024,2024-09-28,Western Michigan,Marshall,L,-7,1243.6459065121176
2024,2024-09-28,Wisconsin,USC,L,-17,1498.2014727092583
2024,2024-09-28,Wyoming,Air Force,W,12,1371.4952231803127
2024,2024-10-03,Sam Houston,UTEP,W,20,1456.7496212757392
2024,2024-10-03,Texas State,Troy,W,21,1567.0267782923509
2024,2024-10-03,Troy,Texas State,L,-21,1453.6028395768053
2024,2024-10-03,UTEP,Sam Houston,L,-20,1062.4151518259405
2024,2024-10-04,Houston,TCU,W,11,1405.4559908076549
2024,2024-10-04,Jacksonville State,Kennesaw State,W,39,1507.0770303550537
2024,2024-10-04,Kennesaw State,Jacksonville State,L,-39,1340.6245525179102
2024,2024-10-04,Michigan State,Oregon,L,-21,1404.2674022514275
2024,2024-10-04,Oregon,Michigan State,W,21,1960.2300043513173
2024,2024-10-04,Syracuse,UNLV,W,3,1414.449862810839
2024,2024-10-04,TCU,Houston,L,-11,1515.2711976389298
2024,2024-10-04,UNLV,Syracuse,L,-3,1627.358815541923
2024,2024-10-05,Air Force,Navy,L,-27,1326.2274003246218
2024,2024-10-05,Akron,Bowling Green,L,-7,1000.8000250468185
2024,2024-10-05,Alabama,Vanderbilt,L,-5,2088.7139427482534
2024,2024-10-05,App State,Marshall,L,-15,1351.8880634090067
2024,2024-10-05,Arizona,Texas Tech,L,-6,1788.9158985970942
2024,2024-10-05,Arizona State,Kansas,W,4,1490.7113850865758
2024,2024-10-05,Arkansas,Tennessee,W,5,1514.5987296218987
2024,2024-10-05,Arkansas State,South Alabama,W,2,1369.5388418714188
2024,2024-10-05,Army,Tulsa,W,42,1596.19664625664
2024,2024-10-05,Auburn,Georgia,L,-18,1360.7240592034395
2024,2024-10-05,Ball State,Western Michigan,L,-3,1178.2090805239188
2024,2024-10-05,Baylor,Iowa State,L,-22,1385.2057869440266
2024,2024-10-05,Boise State,Utah State,W,32,1756.3105681256307
2024,2024-10-05,Boston College,Virginia,L,-10,1438.7489636169112
2024,2024-10-05,Bowling Green,Akron,W,7,1399.5793757224042
2024,2024-10-05,California,Miami,L,-1,1541.5319349206281
2024,2024-10-05,Charlotte,East Carolina,W,31,1135.018559974182
2024,2024-10-05,Clemson,Florida State,W,16,1933.3962659016004
2024,2024-10-05,Coastal Carolina,Old Dominion,W,8,1424.8696211142858
2024,2024-10-05,Colorado State,Oregon State,L,-8,1250.1560614485552
2024,2024-10-05,Duke,Georgia Tech,L,-10,1588.0886759139814
2024,2024-10-05,East Carolina,Charlotte,L,-31,1285.67162818935
2024,2024-10-05,Florida,UCF,W,11,1516.996374596422
2024,2024-10-05,Florida State,Clemson,L,-16,1672.9892599984125
2024,2024-10-05,Georgia,Auburn,W,18,2001.07634143053
2024,2024-10-05,Georgia Tech,Duke,W,10,1556.9995274098915
2024,2024-10-05,Hawai'i,San Diego State,L,-3,1165.6766139210604
2024,2024-10-05,Indiana,Northwestern,W,17,1533.1123701491317
2024,2024-10-05,Iowa,Ohio State,L,-28,1806.0395184114373
2024,2024-10-05,Iowa State,Baylor,W,22,1753.6597593558297
2024,2024-10-05,James Madison,UL Monroe,L,-2,1789.2131999752937
2024,2024-10-05,Kansas,Arizona State,L,-4,1438.9096153164928
2024,2024-10-05,Louisiana,Southern Miss,W,10,1512.0427588992172
2024,2024-10-05,Louisville,SMU,L,-7,1685.971985895309
2024,2024-10-05,Marshall,App State,W,15,1479.8206481107225
2024,2024-10-05,Massachusetts,Northern Illinois,L,-14,956.1212942003439
2024,2024-10-05,Miami,California,W,1,1608.629619620785
2024,2024-10-05,Miami (OH),Toledo,L,-10,1585.510729891306
2024,2024-10-05,Michigan,Washington,L,-10,2021.1572483088498
2024,2024-10-05,Minnesota,USC,W,7,1556.1152785205365
2024,2024-10-05,Missouri,Texas A&M,L,-31,1879.892371513191
2024,2024-10-05,NC State,NC State,W,4,1585.243180112961
2024,2024-10-05,Navy,Air Force,W,27,1539.5951706144522
2024,2024-10-05,Nebraska,Rutgers,W,7,1506.685025628494
2024,2024-10-05,North Carolina,Pittsburgh,L,-10,1486.0520537933892
2024,2024-10-05,Northern Illinois,Massachusetts,W,14,1375.9605584004141
2024,2024-10-05,Northwestern,Indiana,L,-17,1448.9092276785318
2024,2024-10-05,Ohio State,Iowa,W,28,2131.0393322335085
2024,2024-10-05,Oklahoma State,West Virginia,L,-24,1577.293268319421
2024,2024-10-05,Old Dominion,Coastal Carolina,L,-8,1295.6680547378483
2024,2024-10-05,Ole Miss,South Carolina,W,24,1895.2297182833358
2024,2024-10-05,Oregon State,Colorado State,W,8,1717.9303358949576
2024,2024-10-05,Penn State,UCLA,W,16,1818.0845181453226
2024,2024-10-05,Pittsburgh,North Carolina,W,10,1520.3188776550894
2024,2024-10-05,Purdue,Wisconsin,L,-46,1290.4382221128199
2024,2024-10-05,Rutgers,Nebraska,L,-7,1484.4781815304466
2024,2024-10-05,SMU,Louisville,W,7,1849.224350871193
2024,2024-10-05,San Diego State,Hawai'i,W,3,1317.1633614992102
2024,2024-10-05,San Jose State,Nevada,W,4,1649.3696115133764
2024,2024-10-05,South Alabama,Arkansas State,L,-2,1526.198014166696
2024,2024-10-05,South Carolina,Ole Miss,L,-24,1647.4880470462356
2024,2024-10-05,Southern Miss,Louisiana,L,-10,1132.1810999630786
2024,2024-10-05,Stanford,Virginia Tech,L,-24,1238.4044214244432
2024,2024-10-05,Tennessee,Arkansas,L,-5,1751.0927784748196
2024,2024-10-05,Texas A&M,Missouri,W,31,1811.2649597977165
2024,2024-10-05,Texas Tech,Arizona,W,6,1746.1741814927198
2024,2024-10-05,Toledo,Miami (OH),W,10,1661.1176535172385
2024,2024-10-05,Tulane,UAB,W,51,1665.574822006267
2024,2024-10-05,Tulsa,Army,L,-42,1115.5582234442609
2024,2024-10-05,UAB,Tulane,L,-51,1101.3007073494489
2024,2024-10-05,UCF,Florida,L,-11,1369.7943616589898
2024,2024-10-05,UCLA,Penn State,L,-16,1375.9190989538733
2024,2024-10-05,UL Monroe,James Madison,W,2,1253.271205755807
2024,2024-10-05,USC,Minnesota,L,-7,1595.7043495542084
2024,2024-10-05,Uconn,Temple,W,9,1370.7968741032907
2024,2024-10-05,Utah State,Boise State,L,-32,1196.880500527046
2024,2024-10-05,Vanderbilt,Alabama,W,5,1184.196692741254
2024,2024-10-05,Virginia,Boston College,W,10,1430.2382974429263
2024,2024-10-05,Virginia Tech,Stanford,W,24,1561.3688220797862
2024,2024-10-05,Wake Forest,NC State,W,4,1329.756058399258
2024,2024-10-05,Washington,Michigan,W,10,1971.6495081680036
2024,2024-10-05,West Virginia,Oklahoma State,W,24,1734.852770684022
2024,2024-10-05,Western Michigan,Ball State,W,3,1277.3237697281916
2024,2024-10-05,Wisconsin,Purdue,W,46,1525.7022888559206
2024,2024-10-08,Florida International,Liberty,L,-7,1145.1032244143912
2024,2024-10-08,Liberty,Florida International,W,7,1740.779369595194
2024,2024-10-09,Jacksonville State,New Mexico State,W,41,1525.8174586823939
2024,2024-10-09,New Mexico State,Jacksonville State,L,-41,1231.912192175197
2024,2024-10-10,Coastal Carolina,James Madison,L,-32,1435.7140257301696
2024,2024-10-10,James Madison,Coastal Carolina,W,32,1789.3963846665981
2024,2024-10-10,Louisiana Tech,Middle Tennessee,W,27,1046.0012029884963
2024,2024-10-10,Middle Tennessee,Louisiana Tech,L,-27,1108.0523210816602
2024,2024-10-10,UTEP,Western Kentucky,L,-27,1055.2851686170413
2024,2024-10-10,Western Kentucky,UTEP,W,27,1564.9404226710412
2024,2024-10-11,Arizona State,Utah,W,8,1532.3683411749441
2024,2024-10-11,Maryland,Northwestern,L,-27,1442.7134046930507
2024,2024-10-11,Northwestern,Maryland,W,27,1543.2390928383522
2024,2024-10-11,UNLV,Utah State,W,16,1632.0717762132426
2024,2024-10-11,Utah,Arizona State,L,-8,1543.1263450050496
2024,2024-10-11,Utah State,UNLV,L,-16,1187.7171744257812
2024,2024-10-12,Air Force,New Mexico,L,-15,1231.4076917154791
2024,2024-10-12,Akron,Western Michigan,L,-10,982.099038292519
2024,2024-10-12,Alabama,South Carolina,W,2,2091.7692929881314
2024,2024-10-12,App State,Louisiana,L,-10,1319.0439985739588
2024,2024-10-12,Arizona,BYU,L,-22,1663.01492528527
2024,2024-10-12,Arkansas State,Texas State,L,-32,1353.978601795923
2024,2024-10-12,Army,UAB,W,34,1608.4985354482299
2024,2024-10-12,BYU,Arizona,W,22,1768.3115640718663
2024,2024-10-12,Ball State,Kent State,W,2,1172.359591542984
2024,2024-10-12,Boise State,Hawai'i,W,21,1762.4355867977965
2024,2024-10-12,Bowling Green,Northern Illinois,L,-10,1332.9227277770453
2024,2024-10-12,Buffalo,Toledo,W,15,1413.7060607228627
2024,2024-10-12,California,Pittsburgh,L,-2,1523.3212213071997
2024,2024-10-12,Central Michigan,Ohio,L,-2,1187.666961661828
2024,2024-10-12,Cincinnati,UCF,W,6,1535.43411003299
2024,2024-10-12,Clemson,Wake Forest,W,35,1950.8900219576683
2024,2024-10-12,Colorado,Kansas State,L,-3,1468.7600304968055
2024,2024-10-12,Eastern Michigan,Miami (OH),L,-24,1351.8422981060196
2024,2024-10-12,Florida,Tennessee,L,-6,1528.3909173814836
2024,2024-10-12,Florida Atlantic,North Texas,L,-4,1210.172166081562
2024,2024-10-12,Fresno State,Washington State,L,-8,1505.291569641264
2024,2024-10-12,Georgia,Mississippi State,W,10,2002.3963347509014
2024,2024-10-12,Georgia Southern,Marshall,W,1,1471.6260842227082
2024,2024-10-12,Georgia State,Old Dominion,L,-7,1378.7956023405854
2024,2024-10-12,Georgia Tech,North Carolina,W,7,1630.51154865173
2024,2024-10-12,Hawai'i,Boise State,L,-21,1152.0930936621573
2024,2024-10-12,Illinois,Purdue,W,1,1508.8514814830796
2024,2024-10-12,Iowa,Washington,W,24,1912.8063051546965
2024,2024-10-12,Iowa State,West Virginia,W,12,1824.8593577909185
2024,2024-10-12,Kansas State,Colorado,W,3,1868.6410042549644
2024,2024-10-12,Kent State,Ball State,L,-2,1009.8461325609447
2024,2024-10-12,Kentucky,Vanderbilt,L,-7,1623.884014873217
2024,2024-10-12,LSU,Ole Miss,W,3,1943.3734472704107
2024,2024-10-12,Louisiana,App State,W,10,1535.5913797041114
2024,2024-10-12,Louisville,Virginia,W,4,1700.2709499026403
2024,2024-10-12,Marshall,Georgia Southern,L,-1,1485.077145062901
2024,2024-10-12,Massachusetts,Missouri,L,-42,950.3328340067362
2024,2024-10-12,Memphis,South Florida,W,18,1719.2612669661553
2024,2024-10-12,Miami (OH),Eastern Michigan,W,24,1593.7248122648853
2024,2024-10-12,Minnesota,UCLA,W,4,1610.46595715103
2024,2024-10-12,Mississippi State,Georgia,L,-10,1281.4511822748198
2024,2024-10-12,Missouri,Massachusetts,W,42,1814.6286707537572
2024,2024-10-12,NC State,Clemson,L,-35,1460.7537144170774
2024,2024-10-12,Nevada,Oregon State,W,5,1115.3421562232377
2024,2024-10-12,New Mexico,Air Force,W,15,1278.0350981728177
2024,2024-10-12,North Carolina,Georgia Tech,L,-7,1430.7343428529375
2024,2024-10-12,North Texas,Florida Atlantic,W,4,1469.0731519229544
2024,2024-10-12,Northern Illinois,Bowling Green,W,10,1416.1288280467984
2024,2024-10-12,Notre Dame,Stanford,W,42,1962.9765896266629
2024,2024-10-12,Ohio,Central Michigan,W,2,1560.1923671090624
2024,2024-10-12,Ohio State,Oregon,L,-1,2104.254170978048
2024,2024-10-12,Oklahoma,Texas,L,-31,1714.4095399197754
2024,2024-10-12,Old Dominion,Georgia State,W,7,1370.4347082071777
2024,2024-10-12,Ole Miss,LSU,L,-3,1858.876096738909
2024,2024-10-12,Oregon,Ohio State,W,1,1973.7482039605152
